wallet,tx_count,total_volume,avg_tx_value,active_days,protocols_used,chain
0x48dbf18c5c2c433bd9a3593a5f931d4da2ef8645,1612,11729.57581,7.276411794,28,7,polygon
0x2ce7ef768e80660b5dcb8c711ca4318ac7ff0e51,541,44,0.081330869,89,12,polygon
0xffe5b3ecb64887f0d4464f6383622be7183a9189,1987,2718.178374,1.367981064,90,300,polygon
0x721c71bb0137e848a494393cccbb1d8ec16bb15f,685,2089,3.049635037,89,15,polygon
0x3dc3f38a7823346ea6708c74e0adc47b9196462d,1483,62.0000001,0.041807148,90,17,polygon
0xb528844f1ab85a7e5c031f2479328d20f684cf59,560,176.8578143,0.315817526,90,521,polygon
0xb41eea1fd2ca3827d85e2c91400bfd875c7d4e1c,3410123,762000,0.223452351,84,4,polygon
0x64131b60502c01362639cc5cfe1a1efb6be1165a,3390416,350000.3962,0.103232287,90,261181,polygon
0x4337019d937ebcbd73dd750072d86c1ce664b350,48914,313.4754018,0.006408705,90,5,polygon
0xc4df1c9bfbea5ed330ad46da02a92ad369fbecd8,4923,579.9538389,0.117804964,90,7,polygon
0xe1df65b05b796ea02637b49efc66c158a65667bf,7070,397.7415231,0.056257641,78,378,polygon
0x95a90790048d7c0d835f54ddfeb61b461baf91bc,62,2160.488917,34.84659544,66,12,polygon
0x31c339dd7e2423ca58283a272c793a5ead9ea73a,265,1882.32953,7.103130302,89,119,polygon
0x99fbba7fe6a326d8f18a9705bee4f5d1b135acb0,543,50.00000001,0.092081031,90,18,polygon
0x0b996b8c217f8fd087b8c1e6231ac99f43cd2115,11931,1122,0.094040734,90,14,polygon
0x8685df0547d7e9e2b433b9854a58d911172f7c32,1070,188.338488,0.176017278,44,7,polygon
0x3013e90dff4903f33c6ddd054c2bdc563ff31a7a,870,14.0000202,0.016091977,90,19,polygon
0x66ef5728f5a26c8df12168a114c09a64e5bb5461,1238,588650.3203,475.4849114,90,321,polygon
0xb85052dd56f3372921fb745ffb7995dc1009a10b,71,12,0.169014085,89,12,polygon
0x7c118ce1eea601794a3d0268d1aa16f40dbafea5,1225,175,0.142857143,90,16,polygon
0xba2ac6e15b917d7642574d867590b86f234512ca,30,1,0.033333333,85,5,polygon
0xf83b9584babb6b09ccd5c9e081ddc9146b5d2ef3,751,397.0000101,0.528628509,90,72,polygon
0xd89dce494d2ed20d881c252005b43a6905e673e1,14945,4738,0.317029107,66,401,polygon
0xa0986130420905b407f90dcaa3bcf5c04bb2e487,165,50.00004,0.303030545,89,14,polygon
0x156170827c3b2236faee0cb52cfacfdfc5b2726f,756,220,0.291005291,41,3,polygon
0x2924e4c97ea4537c7427c27e264b05f77555315d,391,154.00002,0.393861944,89,16,polygon
0xd0d05ff286dbefda7e4d5b582812a28d8157bbe0,919,38.1590227,0.041522332,17,3,polygon
0x6fa67393be5d9a5b6b3570646ef238bb52795350,9524,2683.596147,0.28177196,90,1070,polygon
0xe87edecbe2765a96cd9b8248da36d605bfc10a3f,220,13,0.059090909,89,9,polygon
